sku,cat,brand,model,model_no,variant,color,color_hex,cost_cny,kg,moq,source_platform,source_url,supplier,cost_verified,blurb_so,image,price_usd,moq_unit,specs,captured,search
GRS-ELC-20014,ELC,Generic,ABS-1406 Compact 4-Inch Wireless Speaker with Tws and Bluetooth Support,JUorwcubHekx,Standard,—,,52.56,24.3,12,mic,https://imforcool.en.made-in-china.com/product/JUorwcubHekx/China-ABS-1406-Compact-4-Inch-Wireless-Speaker-with-Tws-and-Bluetooth-Support.html,"Dongguan Infocore Electronic Technology Co., Ltd",check,Sameecad Bluetooth.,https://image.made-in-china.com/2f0j00qNgMEjWRhCbT/ABS-1406-Compact-4-Inch-Wireless-Speaker-with-Tws-and-Bluetooth-Support.webp,7.0-7.3,pieces,,2026-09-20,Bluetooth Speaker
GRS-ELC-20015,ELC,Generic,Ldnio Pq51 20000mAh Power Bank 15W Wireless Charging & 45W Pd Wired Fast,CuOUNjIlkpcD,Standard,—,,143.21,23.6,10,mic,https://gdldnio.en.made-in-china.com/product/CuOUNjIlkpcD/China-Ldnio-Pq51-20000mAh-Power-Bank-15W-Wireless-Charging-45W-Pd-Wired-Fast-Charge-Portable-Travel-External-Battery-CE-MSDS-Un38-3-Certified.html,"Guangdong Ldnio Electronic Technology Co., Ltd.",check,Power bank — taleefanka ku dallac meel kasta.,https://image.made-in-china.com/2f0j00wzYKiHQgHpcF/Ldnio-Pq51-20000mAh-Power-Bank-15W-Wireless-Charging-45W-Pd-Wired-Fast-Charge-Portable-Travel-External-Battery-CE-MSDS-Un38-3-Certified.webp,19.09-19.89,pieces,,2026-09-20,Power Bank 20000mAh
GRS-ELC-20016,ELC,Generic,Aspor A302 Dual LED Flash Light 20000mAh Power Bank 22.5W Fast Charging Power,wYIUKrNEXCWJ,Standard,—,,62.28,0.5,80,mic,https://iaspor.en.made-in-china.com/product/wYIUKrNEXCWJ/China-Aspor-A302-Dual-LED-Flash-Light-20000mAh-Power-Bank-22-5W-Fast-Charging-Power-Banks-Built-in-Cables-6-Outputs.html,"Guangzhou Aspor Electronics Co., Ltd.",check,Power bank — taleefanka ku dallac meel kasta.,https://image.made-in-china.com/2f0j00lwiCeQoFAgca/Aspor-A302-Dual-LED-Flash-Light-20000mAh-Power-Bank-22-5W-Fast-Charging-Power-Banks-Built-in-Cables-6-Outputs.webp,8.65-8.65,pieces,,2026-09-20,Power Bank 20000mAh
GRS-ELC-20017,ELC,Generic,Mini Built in 4 Wire Cable Charging Portable Mobile Power Bank 10000mAh,AiL 120,Standard,—,,56.88,13.0,50,mic,https://ainville.en.made-in-china.com/product/bQqYcKSwnpri/China-Mini-Built-in-4-Wire-Cable-Charging-Portable-Mobile-Power-Bank-10000mAh-20000mAh-with-LED-Lights.html,"Shenzhen Ainville Electronics Co.,Ltd.",check,Power bank — taleefanka ku dallac meel kasta.,https://image.made-in-china.com/2f0j00lgvbrHmMCupk/Mini-Built-in-4-Wire-Cable-Charging-Portable-Mobile-Power-Bank-10000mAh-20000mAh-with-LED-Lights.webp,5.9-7.9,pieces,Compatible Brand: Mobile Phone | Carrying Way: Universal Split | Charging Type: Electric | Applicable Models: Mobile Phone | Cell Type: Li-Polymer | Display: With Display,2026-09-20,Power Bank 20000mAh
GRS-ELC-20018,ELC,Generic,Pd 30W 20000mAh Portable Mobile Charger Afc Battery Pack Supply Dual Ports,atpUVzkHVWhr,Standard,—,,63.36,0.35,100,mic,https://vanyust.en.made-in-china.com/product/atpUVzkHVWhr/China-Pd-30W-20000mAh-Portable-Mobile-Charger-Afc-Battery-Pack-Supply-Dual-Ports-Super-Fast-Charging-Power-Bank-with-USB-C-to-C-Cable-with-CCC-3c-Certification.html,Shenzhen Vanyust Technology Limited,check,Power bank — taleefanka ku dallac meel kasta.,https://image.made-in-china.com/2f0j00zOpbJEjrAKuq/Pd-30W-20000mAh-Portable-Mobile-Charger-Afc-Battery-Pack-Supply-Dual-Ports-Super-Fast-Charging-Power-Bank-with-USB-C-to-C-Cable-with-CCC-3c-Certification.webp,8.2-8.8,pieces,,2026-09-20,Power Bank 20000mAh
GRS-ELC-20019,ELC,ASPOR,20000mAh 22.5W Fast Charging Power Bank with Built-in Cables Aspor A316,A316,Standard,—,,63.0,40.0,80,mic,https://iaspor.en.made-in-china.com/product/KwxTscPdrkaM/China-20000mAh-22-5W-Fast-Charging-Power-Bank-with-Built-in-Cables-China-Manufacturer-Aspor-A316.html,"Guangzhou Aspor Electronics Co., Ltd.",check,Power bank — taleefanka ku dallac meel kasta.,https://image.made-in-china.com/2f0j00GfDKLvaWJSbu/20000mAh-22-5W-Fast-Charging-Power-Bank-with-Built-in-Cables-China-Manufacturer-Aspor-A316.webp,7.0-8.75,pieces,Carrying Way: Universal Split | Charging Type: Electric | Applicable Models: Mobile Phone | Cell Type: 18650 Lithium-ion | Display: With Display | LED Lighting: Without LED Lighting,2026-09-20,Power Bank 20000mAh
GRS-ELC-20020,ELC,yes,Eb (best-Level-Version) Anc Tws Noise Cancel PRO3 PRO2 Wireless Bluetooth,nLFYWMKxORhE,Standard,—,,48.96,0.23,1,mic,https://rok007.en.made-in-china.com/product/nLFYWMKxORhE/China-Eb-best-Level-Version-Anc-Tws-Noise-Cancel-PRO3-PRO2-Wireless-Bluetooth-Earphone-Gaming-Headset-Earbuds-Stereo-in-Ear-Headphones-Air-PRO-Max-2-3-4-Pods-5.html,"Shenzhen R O K Industrial Co., Ltd.",check,Dhegaha Bluetooth (earbuds).,https://image.made-in-china.com/2f0j00UrHjQJCqZpoK/Eb-best-Level-Version-Anc-Tws-Noise-Cancel-PRO3-PRO2-Wireless-Bluetooth-Earphone-Gaming-Headset-Earbuds-Stereo-in-Ear-Headphones-Air-PRO-Max-2-3-4-Pods-5.webp,3.8-6.8,pieces,"Bluetooth Version: 4.0 | Soundtrack: Dual Track | Function: Bluetooth, RF | Characteristics: Voice Control | Color: Black | Specifications: HSP",2026-09-20,TWS Wireless Earbuds
GRS-ELC-20021,ELC,Generic,J15 Tws Wireless Bluetooth 5.3 Earbuds Digital Display Touch Control Long,J15,Standard,—,,114.34,0.2,10,mic,https://bailian888.en.made-in-china.com/product/AtCRfogvHMpK/China-J15-Tws-Wireless-Bluetooth-5-3-Earbuds-Digital-Display-Touch-Control-Long-Playtime.html,"Shenzhen Bailian Trading Co., Ltd.",check,Dhegaha Bluetooth (earbuds).,https://image.made-in-china.com/2f0j00gUrBKfqICJuy/J15-Tws-Wireless-Bluetooth-5-3-Earbuds-Digital-Display-Touch-Control-Long-Playtime.webp,10.88-15.88,pieces,"Usage: Home Theatre, Aviation, DJ, Portable Media Player, Computer, Mobile Phone | Jack Diameter: Wireless | Jack Type: USB | Compatible Systems: Ios, Android, Tablet, Laptop | Waterproof Standard: Ipx5 Sweat & Rain Resistant | Wearing Experience: Ultra Light in-Ear Design",2026-09-20,TWS Wireless Earbuds
GRS-ELC-20022,ELC,Generic,Tws PRO 5 Earphone Wireless Charging Waterproof Headphone Siri Touch Control,zarYqGbKvPpI,Standard,—,,70.56,0.2,1,mic,https://boyushop.en.made-in-china.com/product/zarYqGbKvPpI/China-Tws-PRO-5-Earphone-Wireless-Charging-Waterproof-Headphone-Siri-Touch-Control-PRO5-Earbuds-for-Mobile-Phone.html,Xiamen Boyu Trading Company,check,Dhegaha Bluetooth (earbuds).,https://image.made-in-china.com/2f0j00PJzqkQKyrprd/Tws-PRO-5-Earphone-Wireless-Charging-Waterproof-Headphone-Siri-Touch-Control-PRO5-Earbuds-for-Mobile-Phone.webp,7.8-9.8,pieces,"Bluetooth Version: 5.0 | Soundtrack: Dual Track | Function: Bluetooth, Multimedia, USB, Infrared, RF | Characteristics: Support Music | Color: White | Specifications: HSP",2026-09-20,TWS Wireless Earbuds
GRS-ELC-20023,ELC,NO,Open-Ear Air Conduction Bluetooth Earphones Tws True Wireless Earbuds,M97,Standard,—,,55.37,0.2,100,mic,https://jmnova.en.made-in-china.com/product/bOiAmezKAZaV/China-Wholesale-Open-Ear-Air-Conduction-Bluetooth-Earphones-OEM-Tws-True-Wireless-Earbuds.html,"Shenzhen Jingmiao Juncheng Technology Co., Ltd",check,Dhegaha Bluetooth (earbuds).,https://image.made-in-china.com/2f0j00lmChJqMbSvUg/Wholesale-Open-Ear-Air-Conduction-Bluetooth-Earphones-OEM-Tws-True-Wireless-Earbuds.webp,6.49-7.69,pieces,Bluetooth Version: 5.4 | Soundtrack: Dual Track | Function: Bluetooth | Characteristics: Support Music | Color: Black | Specifications: A2DP,2026-09-20,TWS Wireless Earbuds
GRS-ELC-20024,ELC,Generic,J37 Tws Bt5.4 LED Display Clear Calls Long Battery Sports Wireless Earbuds,J37,Standard,—,,99.94,0.2,10,mic,https://bailian888.en.made-in-china.com/product/zLHUTJRYUxVn/China-J37-Tws-Bt5-4-LED-Display-Clear-Calls-Long-Battery-Sports-Wireless-Earbuds.html,"Shenzhen Bailian Trading Co., Ltd.",check,Dhegaha Bluetooth (earbuds).,https://image.made-in-china.com/2f0j00nfuvVFOrEKpg/J37-Tws-Bt5-4-LED-Display-Clear-Calls-Long-Battery-Sports-Wireless-Earbuds.webp,10.88-13.88,pieces,"Function: RF, Multimedia, Waterproof, Noise-Cancelling, HiFi | Jack Diameter: Wireless | Jack Type: USB | Control Mode: Touch Control | Usage Scene: Daily Use Connection | Charging Feature: Fast Charging",2026-09-20,TWS Wireless Earbuds
GRS-ELC-20025,ELC,Generic,Smart 4G touch screen kids safety GPS tag tracking locator watch with voice,D35U,Standard,—,,169.2,0.3,1,mic,https://4p-touch.en.made-in-china.com/product/bpXYMVsCPdkv/China-Smart-4G-touch-screen-kids-safety-GPS-tag-tracking-locator-watch-with-voice-monitoring-listen-in-option-for-daily-protection-D35U.html,"Shenzhen Yushengchang Technology Co., Ltd.",check,Saacad smart ah.,https://image.made-in-china.com/2f0j00gaBKlvoArCkr/Smart-4G-touch-screen-kids-safety-GPS-tag-tracking-locator-watch-with-voice-monitoring-listen-in-option-for-daily-protection-D35U.webp,23.5-23.5,piece,"Certification: RoHS, FCC, CE | Warranty: 1 Year | GPS accuracy: Less Than 5M | Waterproof: IP67 Waterproof | Video Call: Support | Battery: 750mAh Class A Rechargeable Polymer Battery",2026-09-20,Smart Watch
GRS-ELC-20026,ELC,Generic,Smart Watch Non-Invasive Blood Glucose Uric Acid Blood Lipid Measurement ECG,KS05,Standard,—,,200.88,0.25,50,mic,https://staranb.en.made-in-china.com/product/JnLrgTeMuAUw/China-Smart-Watch-Non-Invasive-Blood-Glucose-Uric-Acid-Blood-Lipid-Measurement-ECG-Temperature-Call-Wearable-Device-Smartwatch.html,"Shenzhen Staranb Communication Technology Co., Ltd.",check,Saacad smart ah.,https://image.made-in-china.com/2f0j00gGDcNpmIbWrB/Smart-Watch-Non-Invasive-Blood-Glucose-Uric-Acid-Blood-Lipid-Measurement-ECG-Temperature-Call-Wearable-Device-Smartwatch.webp,26.8-27.9,pieces,"Material: Zinc Alloy Case+Stainless Steel | Feature: Bluetooth, Water Resistant | Model Number: St-Ks05 | Chipset: Jlac7012f | Screen Size: 1.32inch HD Screen | Screen Type: TFT",2026-09-20,Smart Watch
GRS-ELC-20027,ELC,China,Trending HK9 Ultra2 IP67 Bluetooth Fitness Smart Watch,HK9 Ultra2,Standard,—,,216.0,3.0,10,mic,https://newlove521.en.made-in-china.com/product/rzWYXlGguQVa/China-Trending-HK9-Ultra2-IP67-Bluetooth-Fitness-Smart-Watch.html,"Shenzhen Aidi Xinsheng Trading Co., Ltd.",check,Saacad smart ah.,https://image.made-in-china.com/2f0j00aTEjpCndbBkg/Trending-HK9-Ultra2-IP67-Bluetooth-Fitness-Smart-Watch.webp,23.8-30.0,pieces,"Material: Titanium | Feature: 3G, WiFi, Bluetooth, Water Resistant | Shape: Square Dial | Weight: About 45g | Bluetooth Version: Bluetooth 5.3 | Standby Time: 7-15 Days Daily Use",2026-09-20,Smart Watch
GRS-ELC-20028,ELC,Generic,Birthday gift smart earbuds bluetooth watch with HR BP SPO2 sleep monitoring,K95E,Standard,—,,198.0,0.3,1,mic,https://4p-touch-hk.en.made-in-china.com/product/HYCpuVKFESWm/China-Birthday-gift-China-factory-smart-earbuds-bluetooth-watch-with-HR-BP-SPO2-sleep-monitoring-for-health-monitoring-K95E.html,"Hong Kong Yushengchang Technology Co., Limited",check,Saacad smart ah.,https://image.made-in-china.com/2f0j00TJaBOgPcHVoR/Birthday-gift-China-factory-smart-earbuds-bluetooth-watch-with-HR-BP-SPO2-sleep-monitoring-for-health-monitoring-K95E.webp,27.5-27.5,piece,"Material: Silicone | Feature: Bluetooth, Water Resistant | Waterproof: IP67 Waterproof | Main Chip: Zhongke Lanxun AB5691G | Heart rate sensor: HX3917 | Pedometer chip: SC7A20H",2026-09-20,Smart Watch
GRS-ELC-20029,ELC,NO,Smartwatch WiFi Bluetooth Call Bracelet Sport Health Monitoring Smart Watch,JM-H6,Standard,—,,265.68,0.21,100,mic,https://jmnova.en.made-in-china.com/product/RwZAyrhKksfc/China-2026-Wholesale-Smartwatch-WiFi-Bluetooth-Call-Bracelet-Sport-Health-Monitoring-Smart-Watch.html,"Shenzhen Jingmiao Juncheng Technology Co., Ltd",check,Saacad smart ah.,https://image.made-in-china.com/2f0j00emdlIkPnfHfQ/2026-Wholesale-Smartwatch-WiFi-Bluetooth-Call-Bracelet-Sport-Health-Monitoring-Smart-Watch.webp,34.9-36.9,pieces,"Material: Plastic | Feature: WiFi, Bluetooth, Water Resistant | Weight: 57g | Processor: High-Performance Chipset | Battery: 400mAh Lithium Battery | Charging Time: 2 Hours",2026-09-20,Smart Watch
GRS-ELC-20030,ELC,Generic,Croskylink 4G Openwrt Wireless LTE WiFi Router Industrial Grade 4G SIM Card,CS-WG3526,Standard,—,,806.4,1.1,1,mic,https://croskylink.en.made-in-china.com/product/kuWrsvFULJcw/China-Croskylink-4G-Openwrt-Wireless-LTE-WiFi-Router-Industrial-Grade-4G-SIM-Card-Router-Full-Network-Dual-Band-880MHz-Process.html,"Chengdu Andaxu Technology Co., Ltd",check,Router 4G oo SIM qaata — internet guriga iyo dukaanka.,https://image.made-in-china.com/2f0j00CUrSOaVbaucQ/Croskylink-4G-Openwrt-Wireless-LTE-WiFi-Router-Industrial-Grade-4G-SIM-Card-Router-Full-Network-Dual-Band-880MHz-Process.webp,60.1-112.0,piece,Chipset: Mt7621 | RAM: Optional 128/256/512 MB | Flash: Optional 8/16/32 MB | Protocol: IEEE 802.1 B/G/N/AC | Wireless Speed: 1200Mbps | Interface: 1 USB 3.0 Port 1 Card Port,2026-09-20,4G WiFi Router with SIM
GRS-ELC-20031,ELC,LB-LINK,4*6 dBi High Gain Antennas Provide Wide WiFi Coverage 4G LTE Router Wireless,BL-CPE450EU,Standard,—,,168.48,1.0,1,mic,https://lb-link.en.made-in-china.com/product/jnwUqvYCSbhe/China-4-6-dBi-High-Gain-Antennas-Provide-Wide-WiFi-Coverage-4G-LTE-Router-Wireless-Router-WiFi-Router-with-SIM-Card-Slot-For-Home-Game-Travel.html,Shenzhen Bilian Electronic Limited,check,Router 4G oo SIM qaata — internet guriga iyo dukaanka.,https://image.made-in-china.com/2f0j00lcMqJhOnwgbH/4-6-dBi-High-Gain-Antennas-Provide-Wide-WiFi-Coverage-4G-LTE-Router-Wireless-Router-WiFi-Router-with-SIM-Card-Slot-For-Home-Game-Travel.webp,21.5-23.4,pieces,"Transfer Rate: 300Mbps | Firewall: Firewall | Ports: ≤4 | Application: Enterprise, SOHO | Performance: Non Line Speed Router | Protocol Standard: 2.4G Wireless: IEEE80211b/G/N",2026-09-20,4G WiFi Router with SIM
GRS-ELC-20032,ELC,Generic,Portable 5G 4G MiFi Mobile Hotspot Pocket WiFi Sim Router Cloud eSim,M20,Standard,—,,352.8,0.6,1,mic,https://router.en.made-in-china.com/product/kRWUrfCYXycB/China-Portable-5G-4G-MiFi-Mobile-Hotspot-Pocket-WiFi-Sim-Router-Price-Cloud-eSim.html,"Shenzhen E-Lins Communication Co., Limited",check,Router 4G oo SIM qaata — internet guriga iyo dukaanka.,https://image.made-in-china.com/2f0j00uASeiqamPdbj/Portable-5G-4G-MiFi-Mobile-Hotspot-Pocket-WiFi-Sim-Router-Price-Cloud-eSim.webp,25.0-49.0,piece,"Transfer Rate: 300Mbps | Firewall: Firewall | Ports: ≤4 | Port Structure: Not Modular | Application: SOHO, car, travel, office | Network: 4G LTE",2026-09-20,4G WiFi Router with SIM
GRS-ELC-20033,ELC,Generic,Mini 5G Wireless LTE Cellular 4G WiFi Modem Sim Router Embedded Extender,H685t-W-RS232-G,Standard,—,,576.0,0.6,1,mic,https://router.en.made-in-china.com/product/QSYxRFnbJckD/China-Mini-5G-Wireless-LTE-Cellular-4G-WiFi-Modem-Sim-Router-Embedded-Extender.html,"Shenzhen E-Lins Communication Co., Limited",check,Router 4G oo SIM qaata — internet guriga iyo dukaanka.,https://image.made-in-china.com/2f0j00UZKegTtBhPqs/Mini-5G-Wireless-LTE-Cellular-4G-WiFi-Modem-Sim-Router-Embedded-Extender.webp,68.0-80.0,set,"Transfer Rate: 10/100/1000Mbps | Firewall: Firewall | Ports: ≤4 | Port Structure: Modular | Application: Enterprise, Industrial IoT/M2M | Network: 4G/5G",2026-09-20,4G WiFi Router with SIM
GRS-ELC-20034,ELC,Generic,Industrial Gateway VPN 4G Router SIM Card Slot eSIM WiFi RJ45 GPS,H820t-W,Standard,—,,864.0,0.6,1,mic,https://router.en.made-in-china.com/product/zSrmRLZWnkVw/China-Industrial-Gateway-VPN-4G-Router-SIM-Card-Slot-eSIM-WiFi-RJ45-GPS.html,"Shenzhen E-Lins Communication Co., Limited",check,Router 4G oo SIM qaata — internet guriga iyo dukaanka.,https://image.made-in-china.com/2f0j00rZsCpWthnIoO/Industrial-Gateway-VPN-4G-Router-SIM-Card-Slot-eSIM-WiFi-RJ45-GPS.webp,68.0-120.0,set,"Transfer Rate: 10/100Mbps | Firewall: Firewall | Ports: ≤4 | Port Structure: Modular | Application: Enterprise, Industrial | Network: 4G TDD/FDD",2026-09-20,4G WiFi Router with SIM
GRS-ELC-20035,ELC,Generic,Poe NVR 2MP 1080P CCTV PTZ IP Cameras Kits CCTV System,aNMEhpCAbZkf,Standard,—,,1432.8,5,2,mic,https://banovision.en.made-in-china.com/product/aNMEhpCAbZkf/China-Poe-NVR-2MP-1080P-CCTV-PTZ-IP-Cameras-Kits-CCTV-System.html,"Banovision Technology Co., Ltd.",check,Kaamirooyin amni — guri iyo dukaan.,https://image.made-in-china.com/2f0j00thaflCugFIqG/Poe-NVR-2MP-1080P-CCTV-PTZ-IP-Cameras-Kits-CCTV-System.webp,100.0-199.0,sets,,2026-09-20,CCTV Camera Kit
GRS-ELC-20036,ELC,Generic,5MP Hicotek Sony Sensor IP Poe Security Camera and NVR Video Surveillance,HN-AJA1H5004PS,Standard,—,,727.2,3.5,2,mic,https://hicotek.en.made-in-china.com/product/tsUxTJHrTKVG/China-5MP-Hicotek-Sony-Sensor-IP-Poe-Security-Camera-and-NVR-Video-Surveillance-CCTV-System-Kits.html,"HICO TECH CO., LIMITED",check,Kaamirooyin amni — guri iyo dukaan.,https://image.made-in-china.com/2f0j00mkSbTwAtERcE/5MP-Hicotek-Sony-Sensor-IP-Poe-Security-Camera-and-NVR-Video-Surveillance-CCTV-System-Kits.webp,99.0-101.0,bags,"Type: IP Camera | Sensor: CMOS | HDMI Format: H.265/H.264 | Horizontal Resolution: 5MP | Kind: Fixed Lens | Certification: CE, FCC, RoHS, ISO9001: 2000, ISO14001",2026-09-20,CCTV Camera Kit
GRS-ELC-20037,ELC,Sfcans,1080P Ahd DVR Recorder 4tb Hard Drive 8 Cameras Ahd CCTV Kits,SF-AH08,Standard,—,,1429.2,5,3,mic,https://sunrise2018.en.made-in-china.com/product/hsxnRgBSCocV/China-1080P-Ahd-DVR-Recorder-4tb-Hard-Drive-8-Cameras-Ahd-CCTV-Kits.html,"Sunrise Security Technology Co., Ltd.",check,Kaamirooyin amni — guri iyo dukaan.,https://image.made-in-china.com/2f0j00BvebwkQsEEoG/1080P-Ahd-DVR-Recorder-4tb-Hard-Drive-8-Cameras-Ahd-CCTV-Kits.webp,99.5-198.5,pieces,"Type: Video Camera | Sensor: CMOS | HDMI Format: 1080P | Horizontal Resolution: 650tvl | Kind: Fixed Lens | Certification: CE, FCC, CCC, RoHS, EMI/EMC, ISO9001: 2000",2026-09-20,CCTV Camera Kit
GRS-ELC-20038,ELC,Generic,"4CH WiFi NVR 11.6"" Monitor Network H. 265 Wireless Security Camera System",BwOaMSRrwCcV,Standard,—,,1216.8,5,1,mic,https://secumateroyyan.en.made-in-china.com/product/BwOaMSRrwCcV/China-4CH-WiFi-NVR-11-6-Monitor-Network-H-265-Wireless-Security-Camera-System-CCTV-Kits.html,"SHENZHEN SECUMATE TECHNOLOGY CO., LIMITED",check,Kaamirooyin amni — guri iyo dukaan.,https://image.made-in-china.com/2f0j00hAmVPTRgCJbt/4CH-WiFi-NVR-11-6-Monitor-Network-H-265-Wireless-Security-Camera-System-CCTV-Kits.webp,149.0-169.0,piece,,2026-09-20,CCTV Camera Kit
GRS-ELC-20039,ELC,Generic,4CH Combo Kits Home Hub Solar Camera Combo 500m Long Distance Dual Night,WVC-WRK04,Standard,—,,1670.4,5.0,1,mic,https://veacam.en.made-in-china.com/product/xFBAuKkYgsGE/China-4CH-Combo-Kits-Home-Hub-Solar-Camera-Combo-500m-Long-Distance-Dual-Night-Vision-PIR-Alarm-IP66-Waterproof-Security-CCTV-Hikvision.html,"Veacam Electronics Co., Ltd",check,Kaamirooyin amni — guri iyo dukaan.,https://image.made-in-china.com/2f0j00ENDWoVknldYK/4CH-Combo-Kits-Home-Hub-Solar-Camera-Combo-500m-Long-Distance-Dual-Night-Vision-PIR-Alarm-IP66-Waterproof-Security-CCTV-Hikvision.webp,168.0-232.0,set,"Type: CCTV Camera | Sensor: CMOS | HDMI Format: 3MP | Horizontal Resolution: 3MP | Kind: Fixed Lens | Certification: CE, FCC, RoHS",2026-09-20,CCTV Camera Kit
GRS-ELC-20040,ELC,Generic,1080P WiFi IP Camera PTZ Security Camera Ai Detection Full Color Night Vision,DpxRyCYjZFWt,Standard,—,,180.0,14.0,10,mic,https://xingyatu.en.made-in-china.com/product/DpxRyCYjZFWt/China-1080P-WiFi-IP-Camera-PTZ-Security-Camera-Ai-Detection-Full-Color-Night-Vision-CCTV.html,"Shenzhen Xingyatu Electronic Technology Co., Ltd",check,Kaamiro WiFi ah oo taleefanka laga daawado.,https://image.made-in-china.com/2f0j00uwrvAaUBEMkW/1080P-WiFi-IP-Camera-PTZ-Security-Camera-Ai-Detection-Full-Color-Night-Vision-CCTV.webp,20.0-25.0,pieces,,2026-09-20,WiFi Security Camera
GRS-ELC-20041,ELC,Generic,1080P 5MP HD 8CH Ahd DVR Kit Bullet Camera Security CCTV System on Vif,AHD camera-25,Standard,—,,633.6,1.5,1,mic,https://believetrading.en.made-in-china.com/product/ewBTRqdAfIfS/China-1080P-5MP-HD-8CH-Ahd-DVR-Kit-Bullet-Camera-Security-CCTV-System-on-Vif-Outdoor-IP66-Waterproof-IR-Camera-Kit-Set-Solar-WiFi-Camera-Solar-Camera-Security-Camera.html,"Zhangzhou Believe Trading Co., Ltd.",check,Kaamiro WiFi ah oo taleefanka laga daawado.,https://image.made-in-china.com/2f0j00wEZCbPjKkcof/1080P-5MP-HD-8CH-Ahd-DVR-Kit-Bullet-Camera-Security-CCTV-System-on-Vif-Outdoor-IP66-Waterproof-IR-Camera-Kit-Set-Solar-WiFi-Camera-Solar-Camera-Security-Camera.webp,82.0-88.0,pieces,"Type: IP Camera | Sensor: CMOS | HDMI Format: 1080P | Horizontal Resolution: 520tvl | Kind: Autofocus Lens | Certification: CE, FCC, RoHS",2026-09-20,WiFi Security Camera
GRS-ELC-20042,ELC,HONGTU,Hongtu 6MP PTZ CCTV Security Cameras WiFi IP66 Tracking Wireless Dual Lensa,H10-T6,Standard,—,,113.9,0.6,30,mic,https://jxhongtu.en.made-in-china.com/product/UAJRkrBcslWh/China-Hongtu-6MP-PTZ-CCTV-Security-Cameras-WiFi-IP66-Tracking-Wireless-Dual-Lensa-Icsee-APP-CE-FCC-Certified.html,"Jiangxi Hongtu Iot Technology Co., Ltd.",check,Kaamiro WiFi ah oo taleefanka laga daawado.,https://image.made-in-china.com/2f0j00ydobzupslSqr/Hongtu-6MP-PTZ-CCTV-Security-Cameras-WiFi-IP66-Tracking-Wireless-Dual-Lensa-Icsee-APP-CE-FCC-Certified.webp,10.89-15.82,pieces,"Type: IP Camera | Sensor: CMOS | HDMI Format: 6MP | Horizontal Resolution: 520tvl | Kind: Manual Focus Lens | Certification: CE, FCC, RoHS, EMI/EMC, ISO9001: 2000",2026-09-20,WiFi Security Camera
GRS-ELC-20043,ELC,Generic,Secumate 5MP 2MP Human & Vehicle Detection Security Dome Onvif Poe IP Mini,SE-EM4HVD30,Standard,—,,142.99,0.6,1,mic,https://secumateroyyan.en.made-in-china.com/product/aQuYPEcGTSWD/China-Secumate-5MP-2MP-Human-Vehicle-Detection-Security-Dome-Onvif-Poe-IP-Mini-CCTV-Camera-for-Surveillance-NVR-IP66-with-No-WiFi-PTZ-Solar-Battery-DVR-NVR.html,"SHENZHEN SECUMATE TECHNOLOGY CO., LIMITED",check,Kaamiro WiFi ah oo taleefanka laga daawado.,https://image.made-in-china.com/2f0j00VwUMybQGfhkO/Secumate-5MP-2MP-Human-Vehicle-Detection-Security-Dome-Onvif-Poe-IP-Mini-CCTV-Camera-for-Surveillance-NVR-IP66-with-No-WiFi-PTZ-Solar-Battery-DVR-NVR.webp,18.58-19.86,piece,"Type: H.265 Human Detection IP Camera | Sensor: 1/2.9"" Megapixel CMOS | HDMI Format: 2560 X 1440 | Horizontal Resolution: 2560 X 1440 | Kind: 2.8mm/3.6mm Lens | Certification: CE, FCC, CCC, RoHS, EMI/EMC, ISO9001: 2000",2026-09-20,WiFi Security Camera
GRS-ELC-20044,ELC,Generic,"Riple Lens WiFi PTZ Security Camera, Three Cameras in One",mUvrBGwLalhT,Standard,—,,431.93,0.95,100,mic,https://szuniquevision.en.made-in-china.com/product/mUvrBGwLalhT/China-Riple-Lens-WiFi-PTZ-Security-Camera-Three-Cameras-in-One.html,"Shenzhen Unique Vision Technology Co., Ltd.",check,Kaamiro WiFi ah oo taleefanka laga daawado.,https://image.made-in-china.com/2f0j00QsceopdKLDbi/Riple-Lens-WiFi-PTZ-Security-Camera-Three-Cameras-in-One.webp,59.99-59.99,pieces,,2026-09-20,WiFi Security Camera
GRS-ELC-20045,ELC,carrefine,T10 W5w LED Silica Gel Strobe LED Bulbs Flash Light 12V,T10 W5W 194 168,Standard,—,,2.81,1.0,100,mic,https://car-refine.en.made-in-china.com/product/BgJYxRuGWTVA/China-T10-W5w-LED-Silica-Gel-Strobe-LED-Bulbs-Flash-Light-12V.html,"Foshan Car-Refine Optoelectronics Co., Ltd.",check,Nal LED ah oo koronto yar.,https://image.made-in-china.com/2f0j00LthsjKdWwmql/T10-W5w-LED-Silica-Gel-Strobe-LED-Bulbs-Flash-Light-12V.webp,0.29-0.39,pieces,"Material: LED License Plate Light, Plastic LED Chip | Suitable for Car Brands: Volkswagen, Benz, BMW, Hyundai, Honda, Toyota, Jeep, Nissan, Ford, Buick, Chevrolet, Cadillac, Geely, Audi, Lexus, Volvo, Mazda, Kia | Base: W5W | Voltage: 12V, 12V | Resistance: Waterproof | Color Temperature: Cool White",2026-09-20,LED Bulb
